gateway_txn_id,transaction_id,date,gross_amount,fee,status,payment_method,merchant_id,customer_id,captured_at
GW_2b8f3d40648,TXN_6CBD4D97,2026-08-14,251.53,5.03,SUCCESS,UPI,merch_e6614b,cust_a6d37522,2026-08-14T12:35:58Z
GW_64b6a5f13ae,TXN_D6D85C5C,2026-08-18,1421.85,28.44,SUCCESS,UPI,merch_e6614b,cust_af61a8ff,2026-08-18T18:34:49Z
GW_d029805c887,TXN_EC089A5A,2026-08-11,2103.51,42.07,SUCCESS,UPI,merch_e6614b,cust_72f46b04,2026-08-11T02:57:49Z
GW_58d02d444a0,TXN_A1CEFC18,2026-08-25,1607.31,32.15,SUCCESS,UPI,merch_e6614b,cust_9fdce984,2026-08-25T00:14:38Z
GW_b8af85dea56,TXN_3ECA1724,2026-08-14,1824.83,36.5,SUCCESS,UPI,merch_e6614b,cust_24a06842,2026-08-14T10:09:41Z
GW_10cc6838d15,TXN_06CE51F9,2026-08-06,494.25,9.71,SUCCESS,UPI,merch_e6614b,cust_444e58c3,2026-08-06T05:07:15Z
GW_be5794b781e,TXN_F7DFE2F7,2026-08-06,350.92,7.02,SUCCESS,UPI,merch_e6614b,cust_b9e1c055,2026-08-06T18:55:01Z
GW_331ef3c8b69,TXN_A4A5CB8B,2026-08-07,772.52,15.45,SUCCESS,UPI,merch_e6614b,cust_d50fc809,2026-08-07T10:49:35Z
GW_b5b082a5c42,TXN_0313D8CA,2026-08-30,1099.25,21.98,SUCCESS,UPI,merch_e6614b,cust_65236321,2026-08-30T13:44:02Z
GW_07f150ecab6,TXN_ABE5C7D0,2026-08-17,4450.28,89.01,SUCCESS,UPI,merch_e6614b,cust_408db87e,2026-08-17T21:36:50Z
GW_fca00d054ae,TXN_5613EACD,2026-08-08,1038.04,20.76,SUCCESS,UPI,merch_e6614b,cust_3f97a096,2026-08-08T19:29:46Z
GW_03c14a52f88,TXN_E28D46B6,2026-08-06,3331.16,66.62,SUCCESS,UPI,merch_e6614b,cust_25be4bb1,2026-08-06T11:35:57Z
GW_40cec050988,TXN_7F87E1F4,2026-09-02,2230.12,44.6,SUCCESS,UPI,merch_e6614b,cust_0925adcf,2026-09-02T06:30:44Z
GW_30ea5b02b99,TXN_004EBC1A,2026-08-16,1944.12,38.88,SUCCESS,UPI,merch_e6614b,cust_b1da32ac,2026-08-16T23:22:16Z
GW_968e1bdd93d,TXN_08F33063,2026-08-12,1617.83,32.36,SUCCESS,UPI,merch_e6614b,cust_0b5c6e03,2026-08-12T16:55:05Z
GW_e3890c0c544,TXN_070F41FC,2026-08-22,4380.12,87.6,SUCCESS,UPI,merch_e6614b,cust_cd7cc252,2026-08-22T19:37:18Z
GW_854af77d110,TXN_D8535CDF,2026-08-29,2709.51,54.19,SUCCESS,UPI,merch_e6614b,cust_543c01db,2026-08-29T01:55:33Z
GW_cd0afd44d5b,TXN_21164F4F,2026-08-08,1469.82,29.4,SUCCESS,UPI,merch_e6614b,cust_2af71320,2026-08-08T21:56:35Z
GW_251e810d4a1,TXN_BD08D606,2026-08-24,4435.05,88.7,SUCCESS,UPI,merch_e6614b,cust_3bbbf613,2026-08-24T19:49:43Z
GW_04517d9b495,TXN_432355C9,2026-09-01,3141.11,62.82,SUCCESS,UPI,merch_e6614b,cust_a15edafa,2026-09-01T03:21:59Z
GW_c0e6cf881e3,TXN_C3C09ABD,2026-08-08,529.46,10.59,SUCCESS,UPI,merch_e6614b,cust_5b32064a,2026-08-08T05:58:01Z
GW_b639334eb07,TXN_70C9E07F,2026-08-25,763.95,15.28,SUCCESS,UPI,merch_e6614b,cust_32e70b49,2026-08-25T03:28:13Z
GW_3e0f8afc47e,TXN_0D602271,2026-08-16,4812.97,96.26,SUCCESS,UPI,merch_e6614b,cust_ff21e189,2026-08-16T18:30:33Z
GW_1c8137647d6,TXN_8E207E1E,2026-08-31,697.07,13.94,SUCCESS,UPI,merch_e6614b,cust_83d3a99d,2026-08-31T13:41:06Z
GW_7b161d41e29,TXN_F66EC59F,2026-08-31,4772.26,95.45,SUCCESS,UPI,merch_e6614b,cust_03cde092,2026-08-31T02:30:42Z
GW_dc4317d9b71,TXN_6704F8C5,2026-08-19,4673.55,93.47,SUCCESS,UPI,merch_e6614b,cust_c9e35c21,2026-08-19T11:43:16Z
GW_16ba012820b,TXN_A120060D,2026-08-30,4606.76,92.14,SUCCESS,UPI,merch_e6614b,cust_62a686c2,2026-08-30T20:53:42Z
GW_b18168ef187,TXN_41145E9A,2026-08-17,1868.24,37.36,SUCCESS,UPI,merch_e6614b,cust_75a30267,2026-08-17T05:08:51Z
GW_f81069d9b96,TXN_C61459F9,2026-08-26,2783.04,55.66,SUCCESS,UPI,merch_e6614b,cust_57a08f29,2026-08-26T14:09:13Z
GW_ed89a91963e,TXN_BBAFF4F0,2026-08-30,1341.36,26.83,SUCCESS,UPI,merch_e6614b,cust_77bd1054,2026-08-30T11:37:09Z
GW_b9b5dc84343,TXN_25BD998E,2026-08-14,2713.63,54.27,SUCCESS,UPI,merch_e6614b,cust_85ba2e24,2026-08-14T00:02:47Z
GW_7ac5af65ce2,TXN_46AD3925,2026-08-23,2880.27,57.61,REFUNDED,UPI,merch_e6614b,cust_9006979a,2026-08-23T18:11:17Z
GW_e9ae4212f38,TXN_D575DBDB,2026-08-11,4757.03,95.14,SUCCESS,UPI,merch_e6614b,cust_8cc0812b,2026-08-11T08:43:39Z
GW_005394f6720,TXN_097D30A6,2026-08-15,4166.21,83.32,SUCCESS,UPI,merch_e6614b,cust_10a44339,2026-08-15T22:29:19Z
GW_41974c8f887,TXN_C4E429B9,2026-08-06,2065.88,41.32,SUCCESS,UPI,merch_e6614b,cust_e7940c9e,2026-08-06T12:44:24Z
GW_1f0148241d3,TXN_DB948BF6,2026-08-05,3057.32,61.15,SUCCESS,UPI,merch_e6614b,cust_9a6f0704,2026-08-05T13:18:19Z
GW_0f82cb042c3,TXN_F3F6E693,2026-08-18,2571.88,50.27,SUCCESS,UPI,merch_e6614b,cust_d1e3bda0,2026-08-18T17:56:35Z
GW_9aa8ba94aea,TXN_E535323C,2026-08-08,2899.09,57.98,SUCCESS,UPI,merch_e6614b,cust_f34c49ef,2026-08-08T07:08:45Z
GW_8a70e3e327b,TXN_40704604,2026-09-03,4973.7,99.47,SUCCESS,UPI,merch_e6614b,cust_a7f42943,2026-09-03T18:41:28Z
GW_047cc428f45,TXN_D5C80ADB,2026-08-13,2082.22,41.64,SUCCESS,UPI,merch_e6614b,cust_29374bb6,2026-08-13T08:25:51Z
GW_99cbb085ee3,TXN_414BA159,2026-08-27,1600.28,32.01,SUCCESS,UPI,merch_e6614b,cust_b0dac940,2026-08-27T09:53:20Z
GW_927fe372848,TXN_64823C67,2026-08-20,4945.2,98.9,SUCCESS,UPI,merch_e6614b,cust_eb7a737f,2026-08-20T23:19:52Z
GW_d7899b70aef,TXN_6E0C697A,2026-08-12,1527.56,30.55,SUCCESS,UPI,merch_e6614b,cust_e97318b1,2026-08-12T06:06:00Z
GW_f7edd2a9f5f,TXN_AE78D009,2026-08-09,1731.58,34.63,SUCCESS,UPI,merch_e6614b,cust_e916804a,2026-08-09T06:11:32Z
GW_8c1e21b7044,TXN_79713931,2026-08-08,1933.97,38.68,SUCCESS,UPI,merch_e6614b,cust_6bc58fa3,2026-08-08T16:18:09Z
GW_28280e4ade3,TXN_F5CAD205,2026-08-28,4081.91,81.64,SUCCESS,UPI,merch_e6614b,cust_f1d6112b,2026-08-28T22:33:30Z
GW_612e601412d,TXN_0FBF03D3,2026-08-15,535.5,10.71,SUCCESS,UPI,merch_e6614b,cust_32c7a1fc,2026-08-15T16:04:22Z
GW_91c466218e9,TXN_8CCEF24D,2026-08-10,2445.14,48.9,SUCCESS,UPI,merch_e6614b,cust_94ea2944,2026-08-10T13:48:01Z
GW_895f3148350,TXN_6B514052,2026-08-10,3671.6,73.43,SUCCESS,UPI,merch_e6614b,cust_3968a311,2026-08-10T15:15:56Z
GW_4fd9745e308,TXN_8DE1AAD1,2026-08-30,3613.2,72.26,SUCCESS,UPI,merch_e6614b,cust_1fef9892,2026-08-30T05:17:35Z
GW_b55f5321dff,TXN_B2AADC34,2026-08-22,2308.27,46.17,SUCCESS,UPI,merch_e6614b,cust_4f7d2651,2026-08-22T12:25:22Z
GW_7eb7e200f83,TXN_87377B29,2026-08-18,321.11,6.42,SUCCESS,UPI,merch_e6614b,cust_2d049339,2026-08-18T13:10:00Z
GW_b9cacc48101,TXN_9F762179,2026-08-12,3614.24,72.28,SUCCESS,UPI,merch_e6614b,cust_bb726a35,2026-08-12T20:57:06Z
GW_79547bdafab,TXN_6F3B2764,2026-08-29,1291.8,25.84,SUCCESS,UPI,merch_e6614b,cust_09afd1cb,2026-08-29T14:56:13Z
GW_9460c381a84,TXN_56665585,2026-08-07,3229.61,64.59,SUCCESS,UPI,merch_e6614b,cust_82932c80,2026-08-07T16:09:15Z
GW_93afccf11ff,TXN_9D53C8B1,2026-08-31,3068.96,61.38,SUCCESS,UPI,merch_e6614b,cust_b1fcb165,2026-08-31T21:44:12Z
GW_aea96c4c274,TXN_540F395D,2026-08-07,4032.36,80.65,SUCCESS,UPI,merch_e6614b,cust_e18da40b,2026-08-07T21:19:47Z
GW_9a097cc2a0a,TXN_4D376EB6,2026-08-23,4600.93,92.02,REFUNDED,UPI,merch_e6614b,cust_6273521d,2026-08-23T23:58:08Z
GW_ebb91370be0,TXN_A6FDF47F,2026-08-21,881.07,17.62,SUCCESS,UPI,merch_e6614b,cust_7bb89820,2026-08-21T17:44:23Z
GW_a2fe37a3868,TXN_1A316695,2026-08-20,2986.11,59.72,SUCCESS,UPI,merch_e6614b,cust_795dd0e5,2026-08-20T23:06:11Z
GW_795381a95b4,TXN_001B995B,2026-08-12,616.28,12.33,SUCCESS,UPI,merch_e6614b,cust_2891e23e,2026-08-12T13:41:57Z
GW_5b1bc1783ae,TXN_CB670ECD,2026-08-12,4226.79,84.54,SUCCESS,UPI,merch_e6614b,cust_ab598a0d,2026-08-12T10:00:26Z
GW_d45c863ceea,TXN_323408C2,2026-08-18,4611.97,92.24,SUCCESS,UPI,merch_e6614b,cust_725678ed,2026-08-18T07:28:49Z
GW_feb32f322d5,TXN_C91DB5EA,2026-08-29,115.38,2.31,SUCCESS,UPI,merch_e6614b,cust_898bc7a7,2026-08-29T03:30:46Z
GW_caae72c2c9d,TXN_87DAECDB,2026-08-08,1768.9,35.38,SUCCESS,UPI,merch_e6614b,cust_232d7ccd,2026-08-08T22:26:13Z
GW_d08a4ac3529,TXN_8EFD23BC,2026-08-17,1835.76,36.72,SUCCESS,UPI,merch_e6614b,cust_92a345b7,2026-08-17T20:01:54Z
GW_23d2ea10f29,TXN_ED68E1E9,2026-08-20,4103.18,82.06,SUCCESS,UPI,merch_e6614b,cust_f59a507f,2026-08-20T17:34:55Z
GW_94cadee259a,TXN_CBD0A351,2026-08-19,1050.87,20.74,SUCCESS,UPI,merch_e6614b,cust_80c2a98f,2026-08-19T23:39:09Z
GW_d7e49b74961,TXN_0BBBED6E,2026-08-13,2121.13,42.42,SUCCESS,UPI,merch_e6614b,cust_98acdaf9,2026-08-13T12:23:24Z
GW_fe1010b6c25,TXN_F6875142,2026-08-14,2088.01,41.76,SUCCESS,UPI,merch_e6614b,cust_89048cae,2026-08-14T10:11:49Z
GW_2737480a3d1,TXN_1B464C4C,2026-08-26,1465.69,29.31,SUCCESS,UPI,merch_e6614b,cust_e568d05e,2026-08-26T09:01:08Z
GW_cf9708a52cc,TXN_87FA2660,2026-08-15,794.41,15.89,SUCCESS,UPI,merch_e6614b,cust_7b58f60c,2026-08-15T14:25:05Z
GW_583737900de,TXN_A349E585,2026-08-10,1235.34,24.71,SUCCESS,UPI,merch_e6614b,cust_2c0b5cbf,2026-08-10T16:32:22Z
GW_e8127d9d20b,TXN_9A352EB9,2026-09-01,3495.07,69.9,SUCCESS,UPI,merch_e6614b,cust_efc8bff3,2026-09-01T04:08:55Z
GW_2e10268151f,TXN_AA35EAD9,2026-08-05,3777.64,75.55,SUCCESS,UPI,merch_e6614b,cust_2e5e75fb,2026-08-05T18:40:43Z
GW_bbdcf04d298,TXN_87E62CD5,2026-08-29,2716.42,54.33,SUCCESS,UPI,merch_e6614b,cust_f781919b,2026-08-29T11:15:43Z
GW_faa91aaee87,TXN_54472864,2026-08-12,4022.17,80.44,SUCCESS,UPI,merch_e6614b,cust_fe2423c6,2026-08-12T07:34:54Z
GW_4b60ece3d1c,TXN_EB860648,2026-08-19,3719.1,74.38,SUCCESS,UPI,merch_e6614b,cust_ed3d1348,2026-08-19T22:45:11Z
GW_3f8482db110,TXN_5C41BC1F,2026-08-30,430.1,8.6,SUCCESS,UPI,merch_e6614b,cust_01b46190,2026-08-30T20:17:05Z
GW_5b979442763,TXN_EDFC155F,2026-08-25,4889.49,97.79,SUCCESS,UPI,merch_e6614b,cust_c124e59e,2026-08-25T09:19:36Z
GW_638189fb549,TXN_7BAC8DB0,2026-08-17,1129.33,22.59,SUCCESS,UPI,merch_e6614b,cust_732d7d3e,2026-08-17T17:07:32Z
GW_6f55f13b0e5,TXN_B1952320,2026-08-21,828.89,16.58,SUCCESS,UPI,merch_e6614b,cust_17895be7,2026-08-21T01:11:03Z
GW_0567b855296,TXN_A2311843,2026-08-05,3051.37,61.03,SUCCESS,UPI,merch_e6614b,cust_66d8fc17,2026-08-05T19:04:30Z
GW_466d6553664,TXN_796DC8C9,2026-08-05,1294.28,25.89,SUCCESS,UPI,merch_e6614b,cust_0e3513d7,2026-08-05T12:35:06Z
GW_a206737f737,TXN_D178333A,2026-08-15,1942.58,38.85,SUCCESS,UPI,merch_e6614b,cust_98866e94,2026-08-15T12:17:43Z
GW_c884341be33,TXN_FF89D227,2026-08-17,1658.76,33.18,SUCCESS,UPI,merch_e6614b,cust_3e509ec0,2026-08-17T15:09:13Z
GW_4f310fce23f,TXN_FB8C154D,2026-08-18,2818.44,56.37,SUCCESS,UPI,merch_e6614b,cust_57e950b8,2026-08-18T07:01:50Z
GW_9810b0476ea,TXN_85F3779A,2026-08-25,87.81,1.76,SUCCESS,UPI,merch_e6614b,cust_7c6a71a0,2026-08-25T14:46:08Z
GW_30ac652eb58,TXN_03A70638,2026-08-19,1149.33,22.99,SUCCESS,UPI,merch_e6614b,cust_315808e5,2026-08-19T19:39:16Z
GW_77ff44ae90b,TXN_DC5E6F3A,2026-08-05,4730.82,94.62,SUCCESS,UPI,merch_e6614b,cust_51f69cc2,2026-08-05T20:13:00Z
GW_587962697b6,TXN_F6B1BAAC,2026-08-28,3234.14,64.68,SUCCESS,UPI,merch_e6614b,cust_05c32f22,2026-08-28T22:08:06Z
GW_3af1c628a8e,TXN_1339F33C,2026-08-12,1281.58,25.63,SUCCESS,UPI,merch_e6614b,cust_9a100134,2026-08-12T08:45:15Z
GW_c652ec4a589,TXN_2CB2770F,2026-09-03,2939.34,58.79,SUCCESS,UPI,merch_e6614b,cust_88d3a0f5,2026-09-03T05:45:56Z
GW_688d0e2d684,TXN_C29E02C1,2026-08-14,4697.66,93.95,SUCCESS,UPI,merch_e6614b,cust_4d5ce6be,2026-08-14T21:16:03Z
GW_3293bdba193,TXN_82F4F0E0,2026-08-24,1329.93,26.6,SUCCESS,UPI,merch_e6614b,cust_35fee8e5,2026-08-24T22:03:10Z
GW_59527b72606,TXN_6E3A43CE,2026-09-04,4193.01,83.86,SUCCESS,UPI,merch_e6614b,cust_f9e8b4f5,2026-09-04T01:15:48Z
GW_92f7404bc4a,TXN_4F05EAAE,2026-08-23,2660.9,53.22,SUCCESS,UPI,merch_e6614b,cust_b213df70,2026-08-23T09:41:05Z
GW_f2f85bb8698,TXN_F7762D13,2026-08-21,4984.49,99.69,SUCCESS,UPI,merch_e6614b,cust_101cd5f8,2026-08-21T07:06:59Z
GW_6e25e3a12ba,TXN_D6A7FEFC,2026-09-02,416.56,8.33,SUCCESS,UPI,merch_e6614b,cust_78f3cfa0,2026-09-02T10:42:24Z
GW_4e2ba7866e9,TXN_53BACA78,2026-08-26,1989.7,39.79,SUCCESS,UPI,merch_e6614b,cust_714d24c3,2026-08-26T03:52:21Z
GW_9fcdab8ae8a,TXN_CA3FAF2E,2026-08-06,1474.87,29.5,SUCCESS,UPI,merch_e6614b,cust_286f0603,2026-08-06T19:32:32Z
GW_3da2bbbb4b9,TXN_17C126C9,2026-08-12,4947.47,98.95,SUCCESS,UPI,merch_e6614b,cust_ffa7ff6f,2026-08-12T20:51:46Z
GW_e33025c69a5,TXN_773FED37,2026-08-15,3913.13,78.26,SUCCESS,UPI,merch_e6614b,cust_3e685c3c,2026-08-15T10:12:57Z
GW_3595e64211a,TXN_C59D4764,2026-08-19,4823.99,96.48,SUCCESS,UPI,merch_e6614b,cust_ceef02ef,2026-08-19T18:54:44Z
GW_222ba3ad398,TXN_4A6E1DFC,2026-09-02,497.14,9.94,SUCCESS,UPI,merch_e6614b,cust_392a4cb3,2026-09-02T16:12:30Z
GW_75734c9589d,TXN_7314B431,2026-08-12,2107.68,42.15,SUCCESS,UPI,merch_e6614b,cust_a7c8a297,2026-08-12T22:52:36Z
GW_f28c9717ea3,TXN_68642E9A,2026-08-31,1861.1,37.22,SUCCESS,UPI,merch_e6614b,cust_fcb90719,2026-08-31T20:12:43Z
GW_607ecdb0cd4,TXN_EBF4D263,2026-08-19,2558.2,51.16,SUCCESS,UPI,merch_e6614b,cust_1ea3ba5c,2026-08-19T20:01:38Z
GW_124234b619a,TXN_035321A3,2026-08-19,1959.48,39.19,SUCCESS,UPI,merch_e6614b,cust_7c65add1,2026-08-19T17:17:33Z
GW_78bc8c77551,TXN_17BB946F,2026-08-26,3419.72,68.39,SUCCESS,UPI,merch_e6614b,cust_a0f1322f,2026-08-26T19:09:07Z
GW_e91721ca15e,TXN_BF98870A,2026-09-01,1183.38,23.67,SUCCESS,UPI,merch_e6614b,cust_cc1c4569,2026-09-01T09:02:21Z
GW_da698f59873,TXN_BB486944,2026-08-17,2819.38,56.39,SUCCESS,UPI,merch_e6614b,cust_a455477b,2026-08-17T09:48:14Z
GW_a440a15ccad,TXN_914F5A31,2026-08-11,4721.16,94.42,SUCCESS,UPI,merch_e6614b,cust_ac87fc44,2026-08-11T18:17:00Z
GW_2cd1e8d6fdd,TXN_458F7F06,2026-08-06,2167.19,43.34,SUCCESS,UPI,merch_e6614b,cust_ce51f005,2026-08-06T10:39:07Z
GW_b877e02ba33,TXN_0B472117,2026-08-08,2286.41,45.73,SUCCESS,UPI,merch_e6614b,cust_2cb3b0fb,2026-08-08T08:50:08Z
GW_aaa97b20781,TXN_53BF5BBB,2026-08-10,2524.66,50.49,SUCCESS,UPI,merch_e6614b,cust_20f3350f,2026-08-10T08:33:13Z
GW_aa1ecd5f553,TXN_6A9B8982,2026-08-30,922.9,18.46,SUCCESS,UPI,merch_e6614b,cust_8d439e09,2026-08-30T17:33:08Z
GW_fee440f3d6e,TXN_938619A8,2026-08-29,3421.54,68.43,SUCCESS,UPI,merch_e6614b,cust_ec5f0c7e,2026-08-29T08:04:38Z
GW_4132f449608,TXN_53A46FF5,2026-08-30,3750.71,75.01,SUCCESS,UPI,merch_e6614b,cust_2a429ddf,2026-08-30T15:31:20Z
GW_1ca3c8eef44,TXN_8E77EBF0,2026-08-18,495.88,9.47,SUCCESS,UPI,merch_e6614b,cust_349f9128,2026-08-18T15:47:07Z
GW_79c9edf426d,TXN_677B8A2A,2026-08-16,1955.63,39.11,SUCCESS,UPI,merch_e6614b,cust_b662a82f,2026-08-16T15:54:51Z
GW_631c8702a7b,TXN_D8CD8710,2026-08-13,4910.59,98.21,SUCCESS,UPI,merch_e6614b,cust_0064b74a,2026-08-13T08:17:15Z
GW_559788487ae,TXN_B0C39B6C,2026-08-21,1603.21,32.06,SUCCESS,UPI,merch_e6614b,cust_389c19b5,2026-08-21T09:30:44Z
GW_6ccf10e1c88,TXN_7C6A2242,2026-08-24,3787.56,73.83,SUCCESS,UPI,merch_e6614b,cust_c9f9eef7,2026-08-24T01:27:40Z
GW_dea2135bfe9,TXN_23E80600,2026-09-03,685.97,13.72,SUCCESS,UPI,merch_e6614b,cust_c9c2db48,2026-09-03T04:29:10Z
GW_ae056c3f187,TXN_0EC5C85A,2026-08-23,4902.04,98.04,SUCCESS,UPI,merch_e6614b,cust_30cdad50,2026-08-23T16:49:43Z
GW_71e976fd1cb,TXN_80D17625,2026-08-27,4658.65,93.17,SUCCESS,UPI,merch_e6614b,cust_6c6bce50,2026-08-27T20:48:47Z
GW_86f940b3bb4,TXN_FB1CEDE1,2026-08-29,3220.73,64.41,SUCCESS,UPI,merch_e6614b,cust_b57abc3b,2026-08-29T13:01:42Z
GW_f20fc0cee75,TXN_426262B1,2026-08-07,1576.76,31.54,SUCCESS,UPI,merch_e6614b,cust_295fba7f,2026-08-07T12:16:52Z
GW_0d82a46d436,TXN_846BA780,2026-08-27,1967.76,39.36,SUCCESS,UPI,merch_e6614b,cust_b41795b6,2026-08-27T19:54:33Z
GW_ff971a54fb1,TXN_4834EC6E,2026-08-13,2737.35,54.75,SUCCESS,UPI,merch_e6614b,cust_5fff32c3,2026-08-13T22:16:17Z
GW_64cbbd0243a,TXN_8DF5FCE7,2026-08-19,805.63,16.11,SUCCESS,UPI,merch_e6614b,cust_27add707,2026-08-19T20:02:31Z
GW_0b8d156f39f,TXN_16AA55A2,2026-08-31,2184.96,43.7,SUCCESS,UPI,merch_e6614b,cust_00530da9,2026-08-31T20:28:02Z
GW_727aa4aa7e5,TXN_4066B234,2026-08-28,4826.75,96.53,SUCCESS,UPI,merch_e6614b,cust_5f7e3753,2026-08-28T16:11:39Z
GW_10511937a90,TXN_C3FA819C,2026-08-12,312.07,6.24,SUCCESS,UPI,merch_e6614b,cust_1ff00749,2026-08-12T17:13:51Z
GW_2c80ad18981,TXN_2AD0BD93,2026-08-31,3382.22,67.64,SUCCESS,UPI,merch_e6614b,cust_12d4f5c5,2026-08-31T21:36:11Z
GW_b443e35d78a,TXN_4032ED35,2026-08-26,3660.38,73.21,SUCCESS,UPI,merch_e6614b,cust_a7930502,2026-08-26T21:51:29Z
GW_898910c15e6,TXN_7D810C5F,2026-08-12,1341.95,26.84,SUCCESS,UPI,merch_e6614b,cust_d0c62364,2026-08-12T02:16:17Z
GW_af7c8368d83,TXN_AB9E6FC6,2026-08-12,305.32,6.11,SUCCESS,UPI,merch_e6614b,cust_0428c60e,2026-08-12T10:06:04Z
GW_b1e897fbea3,TXN_F697D050,2026-08-11,4993.47,99.87,SUCCESS,UPI,merch_e6614b,cust_9e074af6,2026-08-11T09:10:10Z
GW_28d577e7493,TXN_3BF28942,2026-08-17,295.86,5.92,SUCCESS,UPI,merch_e6614b,cust_fd5c2d61,2026-08-17T03:05:26Z
GW_515777f58cb,TXN_E7EBAE77,2026-08-15,2465.07,49.3,SUCCESS,UPI,merch_e6614b,cust_58ee3ae9,2026-08-15T15:04:47Z
GW_4045f0dbffe,TXN_2890C60D,2026-08-31,1147.12,22.94,SUCCESS,UPI,merch_e6614b,cust_54372ebe,2026-08-31T15:51:43Z
GW_9ddaef771a3,TXN_F864AAB5,2026-08-15,297.87,5.96,SUCCESS,UPI,merch_e6614b,cust_cb7c544f,2026-08-15T17:43:41Z
GW_848ad18f258,TXN_598CEF92,2026-08-13,839.35,16.79,SUCCESS,UPI,merch_e6614b,cust_acd0f7a2,2026-08-13T15:31:58Z
GW_48dd2d942ff,TXN_74908E9D,2026-09-02,4428.81,85.34,SUCCESS,UPI,merch_e6614b,cust_56b70f30,2026-09-02T14:25:33Z
GW_8e0c74df263,TXN_F8A9F1DD,2026-09-03,2075.04,41.5,SUCCESS,UPI,merch_e6614b,cust_45c93fd5,2026-09-03T11:03:21Z
GW_677c1d64cb6,TXN_1430A582,2026-08-11,1400.98,28.02,SUCCESS,UPI,merch_e6614b,cust_5f024544,2026-08-11T14:56:36Z
GW_aa74e540a51,TXN_EFEFC504,2026-08-20,176.0,3.52,SUCCESS,UPI,merch_e6614b,cust_aa5dfd97,2026-08-20T07:37:04Z
GW_83b269fd239,TXN_2B9E80C9,2026-08-05,1333.39,26.67,SUCCESS,UPI,merch_e6614b,cust_939d850a,2026-08-05T06:09:50Z
GW_75fce110242,TXN_18B25B88,2026-08-27,233.17,4.66,SUCCESS,UPI,merch_e6614b,cust_beba8e03,2026-08-27T09:02:52Z
GW_373bab22998,TXN_E363A373,2026-08-19,658.66,13.17,SUCCESS,UPI,merch_e6614b,cust_69cad13e,2026-08-19T05:45:11Z
GW_89f176a7d00,TXN_E54FCDC1,2026-08-19,295.98,5.92,SUCCESS,UPI,merch_e6614b,cust_573c7331,2026-08-19T00:50:46Z
GW_d7c61efdea1,TXN_818D8135,2026-08-22,2692.99,53.86,SUCCESS,UPI,merch_e6614b,cust_e1d8cb47,2026-08-22T10:16:40Z
GW_d4243079c2a,TXN_91F3ED09,2026-08-20,2357.69,47.15,SUCCESS,UPI,merch_e6614b,cust_0cd7e906,2026-08-20T17:42:28Z
GW_c30544137d5,TXN_5D43FCCF,2026-08-27,3349.02,66.98,SUCCESS,UPI,merch_e6614b,cust_c07da702,2026-08-27T03:33:56Z
GW_7b9769ccc27,TXN_7F97381F,2026-08-21,1935.29,38.71,SUCCESS,UPI,merch_e6614b,cust_2b9bf39b,2026-08-21T19:59:40Z
GW_a9311343ac9,TXN_D55660F7,2026-08-16,2528.65,50.57,SUCCESS,UPI,merch_e6614b,cust_baae4234,2026-08-16T08:16:27Z
GW_7b400bba5ca,TXN_CFFFC406,2026-08-11,2792.6,55.85,SUCCESS,UPI,merch_e6614b,cust_b42e9b29,2026-08-11T21:37:44Z
GW_47a906a79b7,TXN_667FC314,2026-08-14,2660.07,53.2,SUCCESS,UPI,merch_e6614b,cust_3fac80b5,2026-08-14T07:27:14Z
GW_c714e616ca3,TXN_1ABA4D5A,2026-08-14,3043.38,60.87,SUCCESS,UPI,merch_e6614b,cust_6592f759,2026-08-14T15:23:40Z
GW_2027663e77b,TXN_C91DB5EA,2026-08-29,115.38,2.31,SUCCESS,UPI,merch_e6614b,cust_898bc7a7,2026-08-29T03:30:46Z
GW_96badc43726,TXN_598CEF92,2026-08-13,839.35,16.79,SUCCESS,UPI,merch_e6614b,cust_acd0f7a2,2026-08-13T15:31:58Z
GW_d3b90071b96,TXN_8460CEBB,2026-08-28,1291.29,25.83,SUCCESS,UPI,merch_e6614b,cust_1667b1c4,2026-08-28T03:45:43Z
GW_24dc59cfc04,TXN_68642E9A,2026-08-31,1861.1,37.22,SUCCESS,UPI,merch_e6614b,cust_fcb90719,2026-08-31T20:12:43Z
GW_d532c810a16,TXN_7F87E1F4,2026-09-02,2230.12,44.6,SUCCESS,UPI,merch_e6614b,cust_0925adcf,2026-09-02T06:30:44Z
GW_fe141f5ff40,TXN_5E5C1960,2026-08-21,2077.88,41.56,SUCCESS,UPI,merch_e6614b,cust_85c99c7c,2026-08-21T12:29:20Z
GW_d79605342a6,TXN_D8535CDF,2026-08-29,2709.51,54.19,SUCCESS,UPI,merch_e6614b,cust_543c01db,2026-08-29T01:55:33Z
