bank_txn_id,transaction_id,date,description,amount,type,currency,bank_name,reference_number
BANK_c1785e77ec3,TXN_B3099E0D,2026-08-28,NEFT/RAZORPAY/TXN_B3099E0D,2394.01,CREDIT,INR,SBI,UTR-GW_4ffc1c545b0
BANK_b319f18d2ef,TXN_B5D0B595,2026-08-21,NEFT/RAZORPAY/TXN_B5D0B595,3911.36,CREDIT,INR,SBI,UTR-GW_3b504fda787
BANK_8e5fd65f536,TXN_D8842354,2026-08-08,NEFT/RAZORPAY/TXN_D8842354,1377.39,CREDIT,INR,Kotak Mahindra,UTR-GW_593edc83c49
BANK_b1b2b5f88b6,TXN_7B7CE7CC,2026-08-16,NEFT/RAZORPAY/TXN_7B7CE7CC,3438.73,CREDIT,INR,SBI,UTR-GW_354f184e573
BANK_c576c26d98a,TXN_76812AD7,2026-08-23,NEFT/RAZORPAY/TXN_76812AD7,2727.73,CREDIT,INR,Kotak Mahindra,UTR-GW_d2701a5218f
BANK_ae77e24934a,TXN_A2D999BA,2026-08-20,NEFT/RAZORPAY/TXN_A2D999BA,4646.01,CREDIT,INR,HDFC Bank,UTR-GW_258fcafcc1c
BANK_8c83bc68e6a,TXN_5821B9F8,2026-08-08,NEFT/RAZORPAY/TXN_5821B9F8,1190.08,CREDIT,INR,Axis Bank,UTR-GW_02141a68952
BANK_302fa247239,TXN_B3C4D030,2026-09-01,NEFT/RAZORPAY/TXN_B3C4D030,2399.04,CREDIT,INR,ICICI Bank,UTR-GW_5170ca8aa00
BANK_ce52309da46,TXN_02F865F8,2026-08-25,NEFT/RAZORPAY/TXN_02F865F8,3387.02,CREDIT,INR,Axis Bank,UTR-GW_24dcea07040
BANK_80714c8ab64,TXN_8D532691,2026-08-18,NEFT/RAZORPAY/TXN_8D532691,2201.46,CREDIT,INR,HDFC Bank,UTR-GW_5af56a23627
BANK_8456ce4f770,TXN_948C7EB4,2026-08-09,NEFT/RAZORPAY/TXN_948C7EB4,464.85,CREDIT,INR,ICICI Bank,UTR-GW_147f0413b0c
BANK_781f9d3fe7f,TXN_A2395AD5,2026-09-02,NEFT/RAZORPAY/TXN_A2395AD5,1987.4,CREDIT,INR,ICICI Bank,UTR-GW_4ffffb59946
BANK_4ab05699fd8,TXN_98FEB4F3,2026-08-06,NEFT/RAZORPAY/TXN_98FEB4F3,1507.21,CREDIT,INR,Kotak Mahindra,UTR-GW_c8f72c2dba1
BANK_a33817fab9d,TXN_252352F6,2026-08-13,NEFT/RAZORPAY/TXN_252352F6,2606.11,CREDIT,INR,Axis Bank,UTR-GW_277664d0d25
BANK_433b66fc797,TXN_76C9AEB2,2026-08-12,NEFT/RAZORPAY/TXN_76C9AEB2,4883.53,CREDIT,INR,Kotak Mahindra,UTR-GW_79ec958b4d2
BANK_11654cb3d4e,TXN_AC00F929,2026-08-06,NEFT/RAZORPAY/TXN_AC00F929,1334.63,CREDIT,INR,SBI,UTR-GW_851b986031e
BANK_1eb6d1f0f53,TXN_06113BFE,2026-08-09,NEFT/RAZORPAY/TXN_06113BFE,1137.17,CREDIT,INR,ICICI Bank,UTR-GW_f041e4f70e8
BANK_b1356d676d4,TXN_1C6057FE,2026-08-21,NEFT/RAZORPAY/TXN_1C6057FE,1552.89,CREDIT,INR,Kotak Mahindra,UTR-GW_4b68d94d40d
BANK_24d4d5a31bc,TXN_F4A29332,2026-08-31,NEFT/RAZORPAY/TXN_F4A29332,4659.78,CREDIT,INR,ICICI Bank,UTR-GW_70c983362d8
BANK_63f6bf77aa2,TXN_12068AD6,2026-08-18,NEFT/RAZORPAY/TXN_12068AD6,946.47,CREDIT,INR,Axis Bank,UTR-GW_c6f903cf402
BANK_7b68b323c7a,TXN_6FA179A5,2026-08-11,NEFT/RAZORPAY/TXN_6FA179A5,1361.94,CREDIT,INR,Kotak Mahindra,UTR-GW_c7eb7d43ba4
BANK_8df21ad52d3,TXN_A5A6AB3A,2026-08-07,NEFT/RAZORPAY/TXN_A5A6AB3A,4785.6,CREDIT,INR,Kotak Mahindra,UTR-GW_da74a05688d
BANK_102048e6638,TXN_15B98C20,2026-08-31,NEFT/RAZORPAY/TXN_15B98C20,2928.23,CREDIT,INR,HDFC Bank,UTR-GW_bc3e34af701
BANK_dfcf338cdec,TXN_0E5995AA,2026-08-31,NEFT/RAZORPAY/TXN_0E5995AA,4081.52,CREDIT,INR,SBI,UTR-GW_0af5e4a9b89
BANK_18e824e9cb2,TXN_E83CDFF9,2026-08-27,NEFT/RAZORPAY/TXN_E83CDFF9,1122.24,CREDIT,INR,ICICI Bank,UTR-GW_3e20718a0bb
BANK_937292e6af2,TXN_387770F0,2026-09-01,NEFT/RAZORPAY/TXN_387770F0,1487.95,CREDIT,INR,Kotak Mahindra,UTR-GW_6d1c31d633e
BANK_ca826730199,TXN_461DE017,2026-09-04,NEFT/RAZORPAY/TXN_461DE017,628.82,CREDIT,INR,HDFC Bank,UTR-GW_2b0561676a4
BANK_85e9054f455,TXN_A6D977A1,2026-08-27,NEFT/RAZORPAY/TXN_A6D977A1,4774.3,CREDIT,INR,Kotak Mahindra,UTR-GW_6a8d8a7048a
BANK_9e719a56187,TXN_16888E84,2026-08-23,NEFT/RAZORPAY/TXN_16888E84,1438.4,CREDIT,INR,ICICI Bank,UTR-GW_4d1b6d80c85
BANK_a51599820dd,TXN_31979167,2026-08-23,NEFT/RAZORPAY/TXN_31979167,3129.11,CREDIT,INR,Axis Bank,UTR-GW_af6c2278263
BANK_946b448297b,TXN_0D6DCB42,2026-08-21,NEFT/RAZORPAY/TXN_0D6DCB42,511.47,CREDIT,INR,HDFC Bank,UTR-GW_2875ad5d2d0
BANK_ed8a028c375,TXN_BCDD0B48,2026-09-04,NEFT/RAZORPAY/TXN_BCDD0B48,2817.09,CREDIT,INR,Axis Bank,UTR-GW_6022e3ff333
BANK_384852b657f,TXN_55FCF991,2026-08-19,NEFT/RAZORPAY/TXN_55FCF991,2350.8,CREDIT,INR,SBI,UTR-GW_91941591b13
BANK_6d98a416bae,TXN_3ACDC514,2026-08-17,NEFT/RAZORPAY/TXN_3ACDC514,911.37,CREDIT,INR,HDFC Bank,UTR-GW_8592a38fdb6
BANK_cc4ae02ccf4,TXN_014CC3A1,2026-08-10,NEFT/RAZORPAY/TXN_014CC3A1,1244.47,CREDIT,INR,Axis Bank,UTR-GW_0a4149190b5
BANK_956abfdfbf4,TXN_5BC07988,2026-08-06,NEFT/RAZORPAY/TXN_5BC07988,567.7,CREDIT,INR,HDFC Bank,UTR-GW_ffbb4bcca5c
BANK_4510eaadc0b,TXN_76DC16B5,2026-09-04,NEFT/RAZORPAY/TXN_76DC16B5,1969.34,CREDIT,INR,HDFC Bank,UTR-GW_dc420980005
BANK_a5eea4a22cd,TXN_83C5C510,2026-09-01,NEFT/RAZORPAY/TXN_83C5C510,2831.55,CREDIT,INR,HDFC Bank,UTR-GW_5d2e7b90acb
BANK_44719067e5d,TXN_7A7E8C31,2026-08-29,NEFT/RAZORPAY/TXN_7A7E8C31,751.78,CREDIT,INR,Kotak Mahindra,UTR-GW_9482b42fc09
BANK_fa63bde0cf0,TXN_785CA87B,2026-08-08,NEFT/RAZORPAY/TXN_785CA87B,4651.22,CREDIT,INR,HDFC Bank,UTR-GW_d34c0a09ada
BANK_f8360a876aa,TXN_1BFF56F4,2026-09-03,NEFT/RAZORPAY/TXN_1BFF56F4,4870.26,CREDIT,INR,HDFC Bank,UTR-GW_b273f93c1ca
BANK_97e642d67c7,TXN_DF2DDF20,2026-08-31,NEFT/RAZORPAY/TXN_DF2DDF20,2738.88,CREDIT,INR,Axis Bank,UTR-GW_f28bffb9d5b
BANK_29298691ec9,TXN_3A0E618F,2026-08-31,NEFT/RAZORPAY/TXN_3A0E618F,2974.82,CREDIT,INR,Kotak Mahindra,UTR-GW_49c3f48bf88
BANK_fa5fafdb512,TXN_1DEE4B6D,2026-08-22,NEFT/RAZORPAY/TXN_1DEE4B6D,1113.46,CREDIT,INR,Kotak Mahindra,UTR-GW_931414e8510
BANK_b49875d0a5b,TXN_7FD9C96F,2026-08-19,NEFT/RAZORPAY/TXN_7FD9C96F,1869.93,CREDIT,INR,Axis Bank,UTR-GW_75422851f2a
BANK_0659010a4ed,TXN_BA81D860,2026-08-24,NEFT/RAZORPAY/TXN_BA81D860,1463.91,CREDIT,INR,Kotak Mahindra,UTR-GW_56b405d7712
BANK_830481c2f9d,TXN_38DE6B6E,2026-08-24,NEFT/RAZORPAY/TXN_38DE6B6E,4851.25,CREDIT,INR,SBI,UTR-GW_47263c24c46
BANK_3737cc38166,TXN_B74966CB,2026-08-27,NEFT/RAZORPAY/TXN_B74966CB,2790.51,CREDIT,INR,HDFC Bank,UTR-GW_62d846d05ea
BANK_10ecf6ae55d,TXN_E57C5C02,2026-09-03,NEFT/RAZORPAY/TXN_E57C5C02,2991.02,CREDIT,INR,HDFC Bank,UTR-GW_96516ec2d5e
BANK_95d03545d5a,TXN_9162F6DB,2026-08-20,NEFT/RAZORPAY/TXN_9162F6DB,4643.71,CREDIT,INR,ICICI Bank,UTR-GW_33028b32230
BANK_1e8e06ed074,TXN_D590F435,2026-08-18,NEFT/RAZORPAY/TXN_D590F435,3068.69,CREDIT,INR,SBI,UTR-GW_a76049771fc
BANK_0efa899394e,TXN_A0C45942,2026-08-12,NEFT/RAZORPAY/TXN_A0C45942,3239.43,CREDIT,INR,ICICI Bank,UTR-GW_b1ba0beaf96
BANK_ebc095f5571,TXN_5CCE495D,2026-08-13,NEFT/RAZORPAY/TXN_5CCE495D,376.88,CREDIT,INR,HDFC Bank,UTR-GW_5a0461c9947
BANK_21986e3cd19,TXN_F3D6B9F2,2026-08-06,NEFT/RAZORPAY/TXN_F3D6B9F2,2007.53,CREDIT,INR,Kotak Mahindra,UTR-GW_b6697d0a883
BANK_4eb39f633a0,TXN_F859396D,2026-08-11,NEFT/RAZORPAY/TXN_F859396D,2307.76,CREDIT,INR,HDFC Bank,UTR-GW_4dffc9aab5b
BANK_10f596510b1,TXN_C1E0A4A1,2026-08-20,NEFT/RAZORPAY/TXN_C1E0A4A1,1141.77,CREDIT,INR,SBI,UTR-GW_1b99eb83324
BANK_c7e2a618802,TXN_ABAC7BF8,2026-09-04,NEFT/RAZORPAY/TXN_ABAC7BF8,3447.55,CREDIT,INR,Axis Bank,UTR-GW_254338df173
BANK_7986f498b52,TXN_F6D9FE17,2026-08-23,NEFT/RAZORPAY/TXN_F6D9FE17,357.89,CREDIT,INR,ICICI Bank,UTR-GW_c10750bce6d
BANK_b4693ec45c7,TXN_36DAA93A,2026-08-19,NEFT/RAZORPAY/TXN_36DAA93A,4527.91,CREDIT,INR,Kotak Mahindra,UTR-GW_1ce370ed685
BANK_cd6c78ddd74,TXN_AFE2487F,2026-08-28,NEFT/RAZORPAY/TXN_AFE2487F,3243.11,CREDIT,INR,ICICI Bank,UTR-GW_39d2d74a71a
BANK_1090dc9d2b3,TXN_A8969E70,2026-08-23,NEFT/RAZORPAY/TXN_A8969E70,2088.81,CREDIT,INR,Kotak Mahindra,UTR-GW_24b3bc8e1e8
BANK_aaab583079c,TXN_7FC5AE23,2026-09-03,NEFT/RAZORPAY/TXN_7FC5AE23,1109.16,CREDIT,INR,ICICI Bank,UTR-GW_c416c07cb6a
BANK_61f43c2b2dd,TXN_7F4D55B9,2026-09-03,NEFT/RAZORPAY/TXN_7F4D55B9,4452.11,CREDIT,INR,ICICI Bank,UTR-GW_2275b1e2f14
BANK_04860bee8be,TXN_7E000029,2026-08-07,NEFT/RAZORPAY/TXN_7E000029,359.01,CREDIT,INR,ICICI Bank,UTR-GW_4b26f0a333b
BANK_7cc9d887639,TXN_08697FFA,2026-08-10,NEFT/RAZORPAY/TXN_08697FFA,3885.92,CREDIT,INR,Kotak Mahindra,UTR-GW_dc409942a8c
BANK_0734a4030fb,TXN_81B61C87,2026-09-03,NEFT/RAZORPAY/TXN_81B61C87,3672.35,CREDIT,INR,Kotak Mahindra,UTR-GW_7ea413e5436
BANK_15bebdd097b,TXN_616D41C8,2026-08-08,NEFT/RAZORPAY/TXN_616D41C8,4514.61,CREDIT,INR,Axis Bank,UTR-GW_fdf02450585
BANK_9291e493528,TXN_916BAF87,2026-08-10,NEFT/RAZORPAY/TXN_916BAF87,617.91,CREDIT,INR,SBI,UTR-GW_444122a56bd
BANK_36cdf42f892,TXN_2AA814DA,2026-08-19,NEFT/RAZORPAY/TXN_2AA814DA,3431.64,CREDIT,INR,SBI,UTR-GW_f82c6ad85d0
BANK_a6cb1dda13a,TXN_D81CA1A0,2026-08-20,NEFT/RAZORPAY/TXN_D81CA1A0,2457.21,CREDIT,INR,Axis Bank,UTR-GW_563b04fa978
BANK_f64d4de0a92,TXN_7406CA32,2026-08-28,NEFT/RAZORPAY/TXN_7406CA32,2150.53,CREDIT,INR,Kotak Mahindra,UTR-GW_2e3bdb698c2
BANK_5193412d690,TXN_A0733E57,2026-08-08,NEFT/RAZORPAY/TXN_A0733E57,204.73,CREDIT,INR,Axis Bank,UTR-GW_5d411ac5335
BANK_a59caeed6c0,TXN_67E6D49A,2026-08-07,NEFT/RAZORPAY/TXN_67E6D49A,3601.81,CREDIT,INR,Kotak Mahindra,UTR-GW_31216863266
BANK_e68c1348104,TXN_DA3ED15A,2026-08-29,NEFT/RAZORPAY/TXN_DA3ED15A,1234.15,CREDIT,INR,HDFC Bank,UTR-GW_7c602399b8f
BANK_e272d7ca7f1,TXN_1CA79972,2026-08-09,NEFT/RAZORPAY/TXN_1CA79972,1129.28,CREDIT,INR,Kotak Mahindra,UTR-GW_eed4db89801
BANK_0e51208396e,TXN_BE741860,2026-08-29,NEFT/RAZORPAY/TXN_BE741860,2880.95,CREDIT,INR,HDFC Bank,UTR-GW_37cf65ca6c4
BANK_d76ac5a808e,TXN_E1228E75,2026-08-08,NEFT/RAZORPAY/TXN_E1228E75,4897.91,CREDIT,INR,SBI,UTR-GW_5ced7017251
BANK_eafd3e7bfa5,TXN_E7354DB2,2026-08-17,NEFT/RAZORPAY/TXN_E7354DB2,2827.76,CREDIT,INR,ICICI Bank,UTR-GW_88efe82b1f3
BANK_789970357dd,TXN_A1A054A9,2026-08-25,NEFT/RAZORPAY/TXN_A1A054A9,2310.64,CREDIT,INR,Axis Bank,UTR-GW_c44921b6cfe
BANK_a43f683aa43,TXN_819F2393,2026-08-14,NEFT/RAZORPAY/TXN_819F2393,4489.58,CREDIT,INR,ICICI Bank,UTR-GW_9a2445256bb
BANK_f07db671cae,TXN_1C5F3CBA,2026-08-21,NEFT/RAZORPAY/TXN_1C5F3CBA,4885.06,CREDIT,INR,Axis Bank,UTR-GW_b6ac2048843
BANK_ec51174405e,TXN_32DBA028,2026-09-01,NEFT/RAZORPAY/TXN_32DBA028,3114.03,CREDIT,INR,Axis Bank,UTR-GW_2e904b5c5e1
BANK_869d4cb7b7f,TXN_0CBE938D,2026-08-26,NEFT/RAZORPAY/TXN_0CBE938D,4748.68,CREDIT,INR,Axis Bank,UTR-GW_99b3568d6dc
BANK_48708a92d2f,TXN_DCA7E284,2026-08-14,NEFT/RAZORPAY/TXN_DCA7E284,1711.4,CREDIT,INR,SBI,UTR-GW_49b7e037442
BANK_3653e588afd,TXN_3F91C419,2026-08-24,NEFT/RAZORPAY/TXN_3F91C419,1579.84,CREDIT,INR,HDFC Bank,UTR-GW_a5b13afdaf2
BANK_8129aa0c40e,TXN_788F06ED,2026-08-23,NEFT/RAZORPAY/TXN_788F06ED,4204.29,CREDIT,INR,SBI,UTR-GW_9b3b5b4cff2
BANK_50326fe61de,TXN_2B7C5EE3,2026-08-07,NEFT/RAZORPAY/TXN_2B7C5EE3,2022.83,CREDIT,INR,Axis Bank,UTR-GW_56d44952ee2
BANK_c3803b4a7dc,TXN_E07EE721,2026-08-12,NEFT/RAZORPAY/TXN_E07EE721,1419.25,CREDIT,INR,Axis Bank,UTR-GW_c2f5da5fd45
BANK_b582ef0cfd2,TXN_092E44B7,2026-09-01,NEFT/RAZORPAY/TXN_092E44B7,3988.3,CREDIT,INR,Kotak Mahindra,UTR-GW_b4b9fb7329d
BANK_010e622bf8b,TXN_48BBDB12,2026-08-31,NEFT/RAZORPAY/TXN_48BBDB12,189.26,CREDIT,INR,HDFC Bank,UTR-GW_bffbd93b2b1
BANK_dcffd7b6361,TXN_0B398E89,2026-08-07,NEFT/RAZORPAY/TXN_0B398E89,576.68,CREDIT,INR,Axis Bank,UTR-GW_73fe7e1df36
BANK_48f18eed670,TXN_661B9738,2026-08-12,NEFT/RAZORPAY/TXN_661B9738,4239.38,CREDIT,INR,HDFC Bank,UTR-GW_f70d78a03d7
BANK_1718cfde6c4,TXN_5BEA530D,2026-08-26,NEFT/RAZORPAY/TXN_5BEA530D,3225.9,CREDIT,INR,Kotak Mahindra,UTR-GW_5e11a680d50
BANK_1445587e6ff,TXN_AD2B2C82,2026-08-28,NEFT/RAZORPAY/TXN_AD2B2C82,2268.95,CREDIT,INR,HDFC Bank,UTR-GW_b6b0d0b9afa
BANK_40dd8895d01,TXN_0C37EB80,2026-08-22,NEFT/RAZORPAY/TXN_0C37EB80,927.12,CREDIT,INR,SBI,UTR-GW_0b8b56f7ead
BANK_cece36ae9fb,TXN_D7C8F02C,2026-08-18,NEFT/RAZORPAY/TXN_D7C8F02C,3054.6,CREDIT,INR,Axis Bank,UTR-GW_6a8f7654155
BANK_de68666d67b,TXN_DF22367D,2026-09-03,NEFT/RAZORPAY/TXN_DF22367D,3068.17,CREDIT,INR,HDFC Bank,UTR-GW_88ccddbc6f0
BANK_3590103906d,TXN_651E89F1,2026-08-28,NEFT/RAZORPAY/TXN_651E89F1,1005.24,CREDIT,INR,Kotak Mahindra,UTR-GW_2005dd7e166
BANK_0506536c78b,TXN_C50C71F4,2026-08-27,NEFT/RAZORPAY/TXN_C50C71F4,650.48,CREDIT,INR,SBI,UTR-GW_6c0046f0795
BANK_665173fa7cc,TXN_D8FE3FB8,2026-09-02,NEFT/RAZORPAY/TXN_D8FE3FB8,2152.28,CREDIT,INR,Axis Bank,UTR-GW_6a6a642bfab
BANK_f05ff9c39f6,TXN_873F3F03,2026-08-22,NEFT/RAZORPAY/TXN_873F3F03,603.6,CREDIT,INR,Kotak Mahindra,UTR-GW_50db8e34938
BANK_b61d56f5b91,TXN_383E69A4,2026-08-24,NEFT/RAZORPAY/TXN_383E69A4,3918.61,CREDIT,INR,ICICI Bank,UTR-GW_56d2bb12af5
BANK_cb21aa8019d,TXN_297A8503,2026-08-30,NEFT/RAZORPAY/TXN_297A8503,1529.43,CREDIT,INR,HDFC Bank,UTR-GW_b0d18df1484
BANK_1ee569303a0,TXN_5B673A25,2026-09-01,NEFT/RAZORPAY/TXN_5B673A25,2710.42,CREDIT,INR,HDFC Bank,UTR-GW_d3f471e72cb
BANK_f6700a62750,TXN_E57513A5,2026-08-10,NEFT/RAZORPAY/TXN_E57513A5,1108.63,CREDIT,INR,HDFC Bank,UTR-GW_dfaa8505b0a
BANK_bb88854e7f9,TXN_1AFC388C,2026-08-10,NEFT/RAZORPAY/TXN_1AFC388C,2266.37,CREDIT,INR,HDFC Bank,UTR-GW_def14d581e3
BANK_5c5320426a3,TXN_C4DF5B8D,2026-08-17,NEFT/RAZORPAY/TXN_C4DF5B8D,3177.23,CREDIT,INR,ICICI Bank,UTR-GW_cf242413d5b
BANK_8470f6c8ce6,TXN_E5E79ADD,2026-08-08,NEFT/RAZORPAY/TXN_E5E79ADD,2446.95,CREDIT,INR,SBI,UTR-GW_8422c0cfda3
BANK_e2c2aa2466e,TXN_26A4CBEF,2026-09-01,NEFT/RAZORPAY/TXN_26A4CBEF,2498.28,CREDIT,INR,SBI,UTR-GW_fa4cb5590ec
BANK_e33ea976586,TXN_EBA2A67C,2026-08-25,NEFT/RAZORPAY/TXN_EBA2A67C,2041.63,CREDIT,INR,Axis Bank,UTR-GW_72397201676
BANK_0723e11e05f,TXN_2041E7ED,2026-08-31,NEFT/RAZORPAY/TXN_2041E7ED,4803.39,CREDIT,INR,ICICI Bank,UTR-GW_48af7f108a7
BANK_0155aa51bca,TXN_D7720330,2026-08-27,NEFT/RAZORPAY/TXN_D7720330,2243.57,CREDIT,INR,ICICI Bank,UTR-GW_81eb7abba08
BANK_8508df9160a,TXN_88859AE5,2026-08-17,NEFT/RAZORPAY/TXN_88859AE5,1885.61,CREDIT,INR,Kotak Mahindra,UTR-GW_59afb1d13bd
BANK_9696dc6c671,TXN_D4147D03,2026-09-06,NEFT/RAZORPAY/TXN_D4147D03,2495.2,CREDIT,INR,ICICI Bank,UTR-GW_0febecad179
BANK_83601fb5b45,TXN_F2A45575,2026-08-31,NEFT/RAZORPAY/TXN_F2A45575,4235.06,CREDIT,INR,SBI,UTR-GW_6abb6c41f92
BANK_5fdc9844fdb,TXN_1E6773D7,2026-08-20,NEFT/RAZORPAY/TXN_1E6773D7,3788.34,CREDIT,INR,Axis Bank,UTR-GW_1c3efda4689
BANK_92b4002c7b2,TXN_E39940DD,2026-08-20,NEFT/RAZORPAY/TXN_E39940DD,1671.86,CREDIT,INR,Kotak Mahindra,UTR-GW_d1b22e3c2ed
BANK_9fa38f4baa1,TXN_2376324F,2026-08-29,NEFT/RAZORPAY/TXN_2376324F,1316.33,CREDIT,INR,HDFC Bank,UTR-GW_c2fd617775f
BANK_8f31bf2ea4d,TXN_A55AC92F,2026-08-09,NEFT/RAZORPAY/TXN_A55AC92F,1392.94,CREDIT,INR,SBI,UTR-GW_b50b9ff82a6
BANK_d6c34b19b4a,TXN_80ACEFB5,2026-09-02,NEFT/RAZORPAY/TXN_80ACEFB5,4105.22,CREDIT,INR,Kotak Mahindra,UTR-GW_a8835c661ec
BANK_490ccf972b0,TXN_57076494,2026-08-12,NEFT/RAZORPAY/TXN_57076494,4894.63,CREDIT,INR,Axis Bank,UTR-GW_062898786a3
BANK_d3e6dc21f10,TXN_5346405C,2026-08-11,NEFT/RAZORPAY/TXN_5346405C,4241.1,CREDIT,INR,Axis Bank,UTR-GW_0ef9f903b69
BANK_44e7a70204c,TXN_1D75F901,2026-09-01,NEFT/RAZORPAY/TXN_1D75F901,2643.57,CREDIT,INR,SBI,UTR-GW_76feacd6517
BANK_f3de6bc2899,TXN_722BE4AA,2026-08-26,NEFT/RAZORPAY/TXN_722BE4AA,1635.5,CREDIT,INR,Kotak Mahindra,UTR-GW_801c5617a2c
BANK_a1d8507bd7a,TXN_F8DA5A79,2026-08-15,NEFT/RAZORPAY/TXN_F8DA5A79,1854.43,CREDIT,INR,SBI,UTR-GW_eefa4d760f6
BANK_e2495790517,TXN_B2CC4372,2026-08-22,NEFT/RAZORPAY/TXN_B2CC4372,4262.32,CREDIT,INR,ICICI Bank,UTR-GW_b99e6f7b23c
BANK_ac367cb9027,TXN_75B568D7,2026-08-13,NEFT/RAZORPAY/TXN_75B568D7,2806.0,CREDIT,INR,ICICI Bank,UTR-GW_04105bd1541
BANK_99ef827fd3d,TXN_A6B96653,2026-08-22,NEFT/RAZORPAY/TXN_A6B96653,4195.87,CREDIT,INR,Axis Bank,UTR-GW_e47f9c7e07e
BANK_4d9d1bb1a00,TXN_71CFD772,2026-08-16,NEFT/RAZORPAY/TXN_71CFD772,223.24,CREDIT,INR,Axis Bank,UTR-GW_05106943be3
BANK_bd22f7fca8e,TXN_01D3A033,2026-09-01,NEFT/RAZORPAY/TXN_01D3A033,3458.51,CREDIT,INR,Axis Bank,UTR-GW_a3708c7fd23
BANK_886edae8ad8,TXN_91E52E86,2026-09-04,NEFT/RAZORPAY/TXN_91E52E86,1897.8,CREDIT,INR,ICICI Bank,UTR-GW_85e89165e18
BANK_0b20802fc24,TXN_DA968E7D,2026-08-16,NEFT/RAZORPAY/TXN_DA968E7D,2432.06,CREDIT,INR,HDFC Bank,UTR-GW_d826c4966eb
BANK_4f90f91a544,TXN_9262C536,2026-08-08,NEFT/RAZORPAY/TXN_9262C536,627.17,CREDIT,INR,Kotak Mahindra,UTR-GW_bcc9245cfd8
BANK_12aa48cff18,TXN_D72B8154,2026-09-03,NEFT/RAZORPAY/TXN_D72B8154,1633.32,CREDIT,INR,HDFC Bank,UTR-GW_793c4fbf1b9
BANK_6e8d0018a04,TXN_609CF7AF,2026-08-08,NEFT/RAZORPAY/TXN_609CF7AF,4284.77,CREDIT,INR,Axis Bank,UTR-GW_b1804803d90
BANK_56f11afb19e,TXN_3BAD3A0D,2026-08-06,NEFT/RAZORPAY/TXN_3BAD3A0D,497.41,CREDIT,INR,Axis Bank,UTR-GW_a8e3ac9bc99
BANK_233e84ac3e3,TXN_D73D52BA,2026-08-07,NEFT/RAZORPAY/TXN_D73D52BA,84.85,CREDIT,INR,ICICI Bank,UTR-GW_204054fb92b
BANK_250487e4ada,TXN_8A8864C7,2026-08-08,NEFT/RAZORPAY/TXN_8A8864C7,2014.67,CREDIT,INR,ICICI Bank,UTR-GW_7832b59c25b
BANK_d08d13dff3d,TXN_7EF55011,2026-08-21,NEFT/RAZORPAY/TXN_7EF55011,1665.43,CREDIT,INR,Axis Bank,UTR-GW_a3863cd100f
BANK_32a4a8a432f,TXN_07AF3B8A,2026-08-19,NEFT/RAZORPAY/TXN_07AF3B8A,3187.63,CREDIT,INR,SBI,UTR-GW_4a6333e3247
BANK_35d21deaefa,TXN_2D1368F3,2026-08-20,NEFT/RAZORPAY/TXN_2D1368F3,4177.92,CREDIT,INR,Kotak Mahindra,UTR-GW_19e79a3de92
BANK_5fcf3219b1c,TXN_E1B4B7EF,2026-08-20,NEFT/RAZORPAY/TXN_E1B4B7EF,1868.13,CREDIT,INR,SBI,UTR-GW_10bc94d3b60
BANK_7d2e7d9ee2c,TXN_4B4F8F74,2026-08-15,NEFT/RAZORPAY/TXN_4B4F8F74,3074.98,CREDIT,INR,Axis Bank,UTR-GW_3f46a43a53e
BANK_7eaab0a1f4a,TXN_A52368E3,2026-08-28,NEFT/RAZORPAY/TXN_A52368E3,4275.93,CREDIT,INR,HDFC Bank,UTR-GW_7fa372cd5fc
BANK_15b2c2b48cf,TXN_73BB84E5,2026-08-12,NEFT/RAZORPAY/TXN_73BB84E5,3029.3,CREDIT,INR,ICICI Bank,UTR-GW_37f5c238655
BANK_a535f9d743f,TXN_6D150B06,2026-08-09,NEFT/RAZORPAY/TXN_6D150B06,3096.3,CREDIT,INR,SBI,UTR-GW_68b1211a6eb
BANK_78d540ef030,TXN_022F46BB,2026-08-30,NEFT/RAZORPAY/TXN_022F46BB,2132.01,CREDIT,INR,HDFC Bank,UTR-GW_d282d54d482
BANK_c5274f356dc,TXN_840D214B,2026-08-25,NEFT/RAZORPAY/TXN_840D214B,3728.16,CREDIT,INR,HDFC Bank,UTR-GW_c1f378378d7
BANK_b0c5d3d5c75,TXN_BCE0CAEF,2026-08-31,NEFT/RAZORPAY/TXN_BCE0CAEF,2179.48,CREDIT,INR,SBI,UTR-GW_a8aa454ecf7
BANK_88d45ff4104,TXN_548B4C63,2026-08-24,NEFT/RAZORPAY/TXN_548B4C63,4427.73,CREDIT,INR,HDFC Bank,UTR-GW_9a5e63f5cc9
BANK_34b55b8648a,TXN_ACC54C62,2026-08-16,NEFT/RAZORPAY/TXN_ACC54C62,1596.06,CREDIT,INR,HDFC Bank,UTR-GW_d393daad083
BANK_21433dfc34d,TXN_692E33B9,2026-08-15,NEFT/RAZORPAY/TXN_692E33B9,1444.43,CREDIT,INR,SBI,UTR-GW_1c59b736fd5
BANK_869e88363f3,TXN_80A233E3,2026-08-21,NEFT/RAZORPAY/TXN_80A233E3,2115.95,CREDIT,INR,ICICI Bank,UTR-GW_46834cc5757
BANK_e6f8dac3b8e,TXN_0B2D983A,2026-08-16,NEFT/RAZORPAY/TXN_0B2D983A,3343.94,CREDIT,INR,ICICI Bank,UTR-GW_286e3f0aded
